Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
109646,Australia,"Simple, fruity and clean, with hints of toasted grain framing melon, fig and citrus flavors. Finishes on an anise note.",,84,17,South Australia,McLaren Vale,,Chardonnay,RockBare
109674,Australia,"With its promising aromas of spice, sous-bois and cherries, this is a pretty, delicate Pinot seemingly made for immediate consumption. It's not very weighty, but shows decently concentrated cherry fruit and hints of tea and roses.",,86,25,Victoria,Macedon Ranges,,Pinot Noir,Rochford
109712,Australia,"Tyrrell's new flagship Shiraz, the DB24 was matured in two sets of new oak barrels for a total of 24 months, yet remarkably isn't overoaked. Instead, it offers luscious aromas of blackberries and vanilla but also intriguing soy and grilled meat notes. It's full-bodied and densely packed, like a coiled spring that needs some time to relax. Finishes with firm tannins; anticipated maturity: 2010Ç??2020.",DB24,92,80,South Australia,McLaren Vale,,Shiraz,Tyrrell's
109718,Australia,"Full-bodied and lush, this hedonistic Shiraz easily hides its elevated alcohol level (15%) behind layers of concentrated plummy fruit. Hints of coffee, herbs and spices impart complexity, so this isn't a simple fruit bomb. Long and focused on the finish, with well-concealed structure that keeps the fruit from becoming jammy. Drink nowÇ??2015.",G. A. M.,92,45,South Australia,McLaren Vale,,Shiraz,Mitolo
109724,Australia,"Winemaker Roman Bratasuik calls Kangarilla Ç?úquite a warm spot,Ç?ù and that character is evident in this wine's dark blackberry and plum flavors, soft, open-knit texture and warmth on the finish. It's a lush, sexy wine with tons of appeal in its youthÇ??why wait?",Kangarilla,92,70,South Australia,Clarendon,,Grenache,Clarendon Hills
109732,Australia,"It's nice to know that some Australian wineries and importers have kept a lid on prices. Reilly's 2003 Old Bushvine is a 75-25 blend that showcases Grenache's soft, caressing texture. It's full-bodied but silky, with sweetly ripe cherries matched by bold lashings of vanilla and spiced with hints of clove and cinnamon. Drink now.",Old Bushvine,92,17,South Australia,Clare Valley,,Grenache-Shiraz,Reilly's
109819,Australia,"A top-notch effort, The Duke (a single-vineyard bottling) offers lovely cherry fruit, full body allied to a wonderfully silky texture and tremendous length. What's not to like? Drink it over the next 3Ç??4 years.",The Duke,93,49,South Australia,Clare Valley,,Grenache,Kilikanoon
109843,Australia,"The Viognier component adds a wonderfully creamy, fat texture to this wine, but doesn't impose on the Shiraz aromatics of blueberries and blackberries. It's lush and fruit-filled, finishing with a touch of licorice. Drink nowÇ??2015. Multiple U.S. Importers.",Jekyll & Hyde,91,45,South Australia,McLaren Vale,,Shiraz-Viognier,Hugh Hamilton
109872,Australia,"This rather full-bodied offering from Leeuwin features some striking blueberry fruit, accompanied by notes of toast, vanilla and cedar. The result is a pleasant yin-yang of fruit and oak that likely just needs some time to develop more complexity. Try in 2012.",Art Series,90,35,Western Australia,Margaret River,,Shiraz,Leeuwin Estate
109877,Australia,"This soft, creamy-textured Shiraz features slightly lifted and peppery aromas and a suggestion of mint, then subdued flavors of cola, olive, earth and spice. It could use more obvious, expressive fruit, but there's no doubt this delicious wine shows complexity and elegance to spare. Drink nowÇ??2015.",,90,30,South Australia,Barossa Valley,,Shiraz,Murray Street
109882,Australia,"Vasse Felix's 2005 Shiraz offers up a powerful, pungent blend of stewed fruit, cedar and dried spices, resulting in a wine that impresses more for its power and intensity than its elegance. It's the right match now with a grilled steak, but should mellow and become more civilized by 2012.",,90,30,Western Australia,Margaret River,,Shiraz,Vasse Felix
109944,Australia,"Shows strong butterscotch aromas and flavors, dominating the citrusy fruit and leaving a slightly oily impression on the anise-tinged finish.",,84,28,Western Australia,Pemberton,,Chardonnay,Picardy
110046,Australia,"Barossa fans should be seeking out the well-priced offerings from Ross Estate. This Grenache, from vines more than 80 years old, starts off with dark notes of coffee and plum, then gradually reveals dried cherries accented by hints of spice. The texture is creamy and lush, the finish mouthwatering and long. Drink nowÇ??2012.",Old Vine,91,20,South Australia,Barossa Valley,,Grenache,Ross Estate
110051,Australia,"Ross Estate is only several years old, but winemaker Rod Chapman is a long-time veteran, and his North Ridge Shiraz is a knockout for the price. Dense aromas of fruitcake and spice ease out of the glass, while the flavors follow a similar trajectoryÇ??rich and a touch syrupy, with dried-fruit and spice notes that are distinctly Barossa. Finishes with a dusty, layered feel to its tannins, suggesting a drinking window of 2008Ç??2015.",North Ridge,91,18,South Australia,Barossa Valley,,Shiraz,Ross Estate
110060,Australia,"Perennially one of Australia's best Merlots, the 2004 version Ç?úshows the cool season,Ç?ù according to winemaker Roman Bratasiuk. Dried herbs and tobacco blend into pepper and cassis flavors. The tannins are supple, gradually fading on the finish into a smooth stream of mocha. Drink nowÇ??2012.",Brookman,90,60,South Australia,Clarendon,,Merlot,Clarendon Hills
110108,Australia,"The best Sauvignon Blanc yet from Shaw & Smith, the 2009 boasts terrifically fragrant aromas of passion fruit and pink grapefruit. It's intense and long, easily the qualitative equal of its top Kiwi cousins and better than most. Drink nowÇ??2011.",,92,25,South Australia,Adelaide Hills,,Sauvignon Blanc,Shaw and Smith
110177,Australia,"Nashwauk is a new project from Kaesler winemaker Reid Bosward, sourced from McLaren Vale fruit. This richly textured and slightly warm (alcohol 16%) Shiraz occupies the middle of the Nashwauk range. Blueberry and boysenberry fruit are framed by touches of vanilla, cacao and cedar. Drink it over the near term for its sheer intensity.",Wrecked,90,74,South Australia,McLaren Vale,,Shiraz,Nashwauk
110187,Australia,"This is a rich, ripe style of Coonawarra Shiraz, amply framed by toasty, cedary oak. The tannins are supple to the point of creaminess, the slightly stewed fruits graced with just a hint of mint. Best from 2010Ç??2015, maybe a few years more.",Special Select,90,65,South Australia,Coonawarra,,Shiraz,Penley Estate
110230,Australia,"Caramel and butter dominate the flavor mix, imparting the suggestion of movie popcorn and buttered toast, partially balanced by crisp pineapple and citrus fruit.",The Reserve,84,26,Western Australia,Margaret River,,Chardonnay,Evans & Tate
110270,Australia,"About as inexpensive as Barossa Shiraz gets, and this wine shows little of the richness and intensity that mark the region's best. However, it's still a nice Shiraz for everyday drinking, marrying tart berry fruit with hints of chocolate and licorice. Drink now.",,86,14,South Australia,Barossa,,Shiraz,Nine Stones
110271,Australia,"Straightforward Australian Shiraz, combining mulberry fruit with vanilla oak. It lacks richness and expansiveness on the palate. A solid effort, but a bit of a disappointment given the history of the label and the suggested pricing.",Classic Clare,86,45,South Australia,Clare Valley,,Shiraz,Leasingham
110347,Australia,"There's no doubting the quality of this wine, which exudes class and refinement. It's not as plush as some other Aussie Grenaches, but deftly marries kirsch, vanilla and dried spices into an integrated and complex whole. Firm on the finish, with a bit of a tart edge.",Aerope,90,102,South Australia,Barossa Valley,,Grenache,Two Hands
110353,Australia,"Another top-flight Dead Arm, the 2003 boasts attractive scents of leather, spice, vanilla and boysenberries. The palate is lush and creamy, carrying earthy dark-fruited flavors enlivened by a bright streak of acidity. Turns chewy on the finish, suggesting short-term cellaring is in order. Try after 2008.",The Dead Arm,90,65,South Australia,McLaren Vale,,Shiraz,D'Arenberg
110355,Australia,"From one of the cooler sites in Clarendon Hills' arsenal, this Grenache shows floral, slightly lifted aromas and hints of blueberry and strawberry. Yet it still shows the soft, lush texture of all of the CH Grenaches and a long, gently lingering finish.",Clarendon,90,61,South Australia,Clarendon,,Grenache,Clarendon Hills
110361,Australia,"Inky purple-black in color, this looks like a heavyweight, and lovers of big, rich wines likely won't be disappointed. It's full-bodied, verging on heavy, with chocolaty plum and prune flavors that nevertheless stay surprisingly fresh on the long finish. It's approachable now, but how long it will last is a tough call.",RWT,90,75,South Australia,Barossa Valley,,Shiraz,Penfolds
110468,Australia,"This is a rich, powerfully oaky Shiraz, but masses of fruit show through on the finish, offering hope for the future. Now, it will appeal to the same steakhouse crowds who love Silver Oak and Caymus, but in a year or two expect the oak to partially integrate and the wine to become more complete. Drink 2010Ç??2015.",Show Reserve,90,30,South Australia,McLaren Vale,,Shiraz,Shingleback
110472,Australia,"This blend of 49% Grenache, 32% Shiraz and 19% Mataro is full and lush, loaded with brandied cherries and dressed up with touches of cinnamon and cedar. Hints of coffee and vanilla add an exotic tinge to the aromas, while the rich layers of fruit support the elevated (16%) alcohol.",Avignon,90,32,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Kaesler
110477,Australia,"Despite carrying a lot of alcohol (16% on the label), this powerful mix of mocha, caramel and stewed berries does a good job of hiding it. At first, it seems soft and creamy in texture, but it turns firmer, chewier and more serious on the finish, adding in a hint of espresso. Opt for drinking this over the near term with grilled beef.",,90,32,Victoria,Heathcote,,Shiraz,Eppalock Ridge
110483,Australia,"Because of its often formidable structure, d'Arenberg's The Dead Arm is a difficult wine to evaluate when young. The 2006 is dark and extracted, with intense cassis, coffee and chocolate notes but not much complexity or elegance. Those should come with time; the firmness of the lingering finish suggests cellaring through 2014.",The Dead Arm,90,65,South Australia,McLaren Vale,,Shiraz,D'Arenberg
110524,Australia,"For a wine that didn't go through malolactic fermentation, this is thickly textured, almost pulpy, lacking a bit of vibrance. The pineapple fruit is weighty, but one-dimensional.",,83,20,South Australia,McLaren Vale,,Chardonnay,Aurora
110623,Australia,"Despite what seems like a soft, easy finish, this wine could use another year or two in the cellar to allow better integration of oak and fruit. Right now, the vanilla notes are a little too obvious, sitting atop a wine of considerable substance. Marked by deep plum and mixed berry fruit, this is an impressive effort that should age at least 8Ç??10 years.",Stonewell,90,75,South Australia,Barossa,,Shiraz,Peter Lehmann
110624,Australia,"The 2003 Billi Billi Shiraz features slightly medicinal flavors of cherries and rhubarb accented by scorched chocolate notes and a hint of eucalyptus. The texture is creamy-smooth, while the finish lingers elegantly. It's a pleasant counterpoint to some of the heavyweight Shirazes from South Australia, at a bargain price.",Billi Billi,90,15,Victoria,Victoria,,Shiraz,Mount Langi Ghiran
110629,Australia,"From the same Bakers Gully Vineyard as Clarendon Hills' Bakers Gully Shiraz, this is a full-bodied Shiraz with bold vanilla and saddle leather aromas and flavors of brambleberries. Rustic notes include hints of rubber or Band-Aid, but they're in the background, while warm berries, vanilla and roasted coffee notes lead the way. Drink now.",The Vincent,89,40,South Australia,McLaren Vale,,Shiraz,Tapestry
110636,Australia,"Like many McLaren Vale Shirazes, this one seems to fall somewhere between the full-blown Barossa style and the herb- and spice-driven styles of cooler climates. There's a minty edge to the blackberry fruit, espresso notes similar to those found in the northern Rh??ne, and firm tannins on the finish. Try after 2008.",,89,21,South Australia,McLaren Vale,,Shiraz,Wayne Thomas
110828,Australia,"A potentially polarizing wine, the 2005 Idyll Vineyard Shiraz boasts a complex bouquet that ranges from meaty and gamy to stewed fruit and coffee and green olive. It's likeable in a stinky-cheese way. In the mouth, the tannins are soft and Pinot-like, but the wine does show a trace of heat, adding a chocolaty note on the finish.",Idyll Vineyard,85,30,Australia Other,South Eastern Australia,,Shiraz,Littore
110840,Australia,"Despite a slightly bitter edge to its raspberry and charred-oak flavors, this medium-bodied Pinot Noir delivers plenty of pleasure. It's a soft, medium-bodied Pinot with nuances of brown sugar and coffee and a persistent finish. Ready to drink now.",,85,20,South Australia,Adelaide Hills,,Pinot Noir,Hill of Content
110857,Australia,"Sweet corn, melon and citrus flavors coat the mouth, leaving a slightly oily impression.",Single Vineyard,83,13,South Australia,McLaren Vale,,Chardonnay,Yangarra Estate Vineyard
110911,Australia,"Clarendon Hills' Ç?úentry-levelÇ?ù Syrah comes from vines that are only 12 years old, but it is still a very good effort. The bouquet includes graham cracker, sour red plum and herbal notes, while the palate picks up some dusty, red-earth flavors. The finish is crisp. Minus the minerality, it's comparable to a good Crozes-Hermitage in a warm year.",Bakers Gully,89,65,South Australia,Clarendon,,Syrah,Clarendon Hills
110932,Australia,"A burly blend of 65% Shiraz and 35% Grenache, the 2005 Brave Faces is a big, chunky monster that's difficult to judge at this stage. It's closed and inexpressive on the nose, but it has enough body and black cherry fruit to warrant confidence, supported by the long, spice-tinged finish.",Brave Faces,89,36,South Australia,Barossa Valley,,Shiraz-Grenache,Two Hands
111046,Australia,"Full, rich and heady, this blend of 48% Grenache, 45% Syrah and only 7% Mourv??dre features lifted aromas of black cherries, then adds hints of licorice and cocoa on the palate. Extremely supple; seems to beg for early consumption.",The Cadenzia Grenache-Shiraz-Mourv??dre,89,29,South Australia,McLaren Vale,,G-S-M,D'Arenberg
111048,Australia,"Slightly smoky and peppery upfront, the 2007 Coldstream Hills Pinot Noir opens on the palate to reveal a velvety texture and flavors of plum accented by hints of coffee and chocolate. Opt for drinking it over the next 2Ç??3 years.",,89,25,Victoria,Yarra Valley,,Pinot Noir,Coldstream Hills
111056,Australia,"Full in the mouth and even a touch syrupy in texture, this Grenache is bursting with ripe cherry fruit that's kirsch-like in its expression and intensity, while subtle spice and dusty earth shadings impart depth and complexity. Drink now.",Old Vines,89,32,South Australia,McLaren Vale,,Grenache,Tir Na N'og
111058,Australia,"This undesignated Shiraz is the low-priced offering from Nashwauk, a new project for Kaesler winemaker Reid Bosward. It delivers flavors of chocolate, plum, vanilla and raspberry that seem deliciously open and giving right now. The creamy mouthfeel and open-knit texture likewise suggest early consumption.",,89,33,South Australia,McLaren Vale,,Shiraz,Nashwauk
111091,Australia,"A soft, silky-textured Pinot Noir, this wine starts off with admirable complexity on the nose in the form of bacon, smoke, fresh greens and strawberries. Despite an overall lack of punch, it's easy to drink and offers decent value in Pinot Noir. Imported by AUSA Pacific, LLC.",Sensitive Cousin,85,15,Australia Other,South Eastern Australia,,Pinot Noir,Stanley Lambert
111095,Australia,"Banrock Station's 2006 Shiraz is a throwback to the kind of super value Australian wines used to provide with more regularity. For $5, consumers get a decently textured, supple wine with plenty of forward blueberry and plum fruit and touches of chocolate and pepper. Look for it by the glass or buy it by the case for entertaining on a budget.",,85,5,Australia Other,South Eastern Australia,,Shiraz,Banrock Station
111100,Australia,"This medium- to full-bodied Shiraz starts off with aromas that suggest cured meats and slightly stewed plums, while the flavors are even meatier, picking up some citrusy notes. Crisp acids accentuate some drying tannins on the finish, giving this wine a somewhat stern demeanor. Imported by McWilliam's of Coonawarra.",Brand's Laira Vineyards,85,28,South Australia,Coonawarra,,Shiraz,McWilliam's of Coonawarra
111103,Australia,"Sold in 1-liter Tetra Prisma packaging meant to reduce greenhouse emissions, this is an ecofriendly wine that tastes good. Its bouquet is its strongest asset, offering floral, perfumy notes of white pepper and rhubarb, while the palate is on the light side for Shiraz, but clean and supple. Drink now.",Organic,85,13,Australia Other,South Eastern Australia,,Shiraz,Green Path
111131,Australia,"Just the right size; just acidic enough. Has olive-oil aromas, and floral, citrus and grass flavors. Smooth on the palate, finishing with some peach. Will have many fans.",,87,14,Western Australia,Western Australia,,Verdelho,Windshaker Ridge
111214,Australia,"Has a little candle wax and citrus on the nose. The mouthfeel has a citrusy kick, but relies on its smooth, minerally feel. Offers lemon and lime flavors, but its understated, for sure. Imported by Orientale Imports LLC.",,87,15,Western Australia,Western Australia,,Sauvignon Blanc,Mad Fish
111215,Australia,"Smells spicy and tropical, like something that you would want to drink on a beach vacation. The palate deals pineapple and coconut flavors, and good acidity. (Disclaimer: This review makes this wine sound sweeter and simpler than it actually is, but that's because I can't play steel-drum music in the background, and throw some sand between your toes.) Imported by Epic Wines.",,87,15,Western Australia,Western Australia,,Chardonnay,Indis
111235,Australia,"This fruit comes from Cheviot Bridge shareholders, with the wine made at Yering Station. Lightly toasty, with hints of vanilla and sweet corn to the Golden Delicious apple flavors. Turns citrusy on the finish.",,86,14,Victoria,Yarra Valley,,Chardonnay,Long Flat
111284,Australia,"Though the Magnus errs on the taut, snappy side of big reds, there's a horse-stable quality to the lifted plum and cherry fruit, and a hollowness midpalate, that keeps it from measuring up to previous vintages. Finishes with a sour bite. Imported by Pacific Wine Partners.",Magnus,84,12,South Australia,Clare Valley,,Shiraz-Cabernet Sauvignon,Leasingham
111286,Australia,"Weedy on the nose one moment, sweet the next. Feels halfhearted on the palate, and missing verve. Still, it offers black and purple berry fruit, and moderate tannins. Imported by Click Wine Group.",,84,35,South Australia,Adelaide Hills,,Cabernet Sauvignon,Paracombe
111296,Australia,"This is a slimmer-sized Merlot that features accents of seeped tea and mocha on the palate, with fruit playing second fiddle. Aromas are of baked fruit and cream. Good for casual gatherings. Imported by Southcorp Wines.",Reserve,84,10,South Australia,South Australia,,Merlot,Lindemans
111298,Australia,"Has lifted aromas of rasberry and blueberry that turn almost pruny with air. Tree and earth flavors dominate the palate, which tastes a little sour and past its prime. This wine has been much better in other vintages. Tasted twice, with consistent resultsÇ??could it be two bad bottles? Imported by The Hess Collection.",Mentor,84,50,South Australia,Barossa Valley,,Red Blend,Peter Lehmann
111299,Australia,"This 50-50 Cab Sauv-Cab Franc is a good wine, but doesn't quite live up to the winery's whites. Smells sweet but pleasantÇ??think berry basket and Sweet TartÇ??and offers similarly straightfoward flavors. 500 cases produced. Imported by Guardian of the Grape Imports.",Platina,84,25,Victoria,Geelong,,Cabernet Sauvignon-Cabernet Franc,Pettavel
111302,Australia,"A full-bodied Cab, with bold cassis flavors tinged with vanilla. There's no hint of green in this ripe, rich wine and no hard edges, either. Long on the finishÇ??a top Cab for a reasonable price.",Blocks Road,91,30,South Australia,Clare Valley,,Cabernet Sauvignon,Kilikanoon
111332,Australia,"Different from most McLaren Vale wineries, at Pannell the Shiraz is softer and more approachable than the Grenache. This one delivers plummy, chocolaty fruit with hints of green peppercorns and mocha, a smooth, even texture and a bit of espresso on the finish. Drink nowÇ??2015.",,89,58,South Australia,McLaren Vale,,Shiraz,S.C. Pannell
111354,Australia,"Plummy, savory fruit is accented by dusty oak in this wine from Shingleback winemaker John Davey. The tannins are supple and the acids tart, yielding a crisp finish framed by vanilla. Drink nowÇ??2015.",,89,35,South Australia,McLaren Vale,,Shiraz,The Gate
111357,Australia,"The De Bortoli Pinots always seem to have a sense of restraint to them, and the 2007 Estate Grown is no different. What is special about this wine is the fine, silky nature of the tannins, which impart a lacy, delicate texture to the finish. Featured flavors include herb-tinged cherries and Asian spices.",Estate Grown,88,41,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
111390,Australia,"Shows pear and citrus flavors, with a soft, minerally edge. Fresh and clean, and just the thing for summertime, al fresco meals.",,87,13,South Australia,McLaren Vale,,Sauvignon Blanc,Fox Creek
111403,Australia,"Medium, almost full, in weight but mildly flavored for its heft. Offers up delicate talc and lemondrop aromas, with pear skin flavors dominating on the palate. After a few sips, limey-citrus flavors step in and take over. 1,500 cases produced.",Beau Sea,87,20,South Australia,Adelaide Hills,,Viognier,Longview
111409,Australia,"Pear and green apple flavors dominate on the palate, with similar aromas. Clean, with a wide, chalk and mineral feel.",,87,13,South Australia,McLaren Vale,,Chardonnay,Fox Creek
111414,Australia,"The brand is Wakefield here in the U.S., but Taylors in Australia; Taylors is one of the biggest brands out of Clare. This Chard is round, soft, and medium-full, with a minerally feel and white stone fruit flavors at the fore. Will have wide appeal.",,87,17,South Australia,Clare Valley,,Chardonnay,Wakefield Estate
111416,Australia,"A pretty, clean, perhaps atypical PGÇ??it's as light in color as a Sauvignon Blanc, and the first flavors that come through are crisp citrus and cilantro. Dig a little deeper and the wine starts to feel more familiar: apple is at the core, and the mouth feels like smooth, wet rocks. Finishes dry, with a fresh herb note.",Y Series,87,11,South Australia,South Australia,,Pinot Grigio,Yalumba
111422,Australia,"From the Bowral region, one hour south of Sydney, this is a slightly herbal and green-tinged Pinot Noir, but one with considerable cherry intensity and a woody overlay. It's a good, medium-bodied effort, but could use a touch more richness and complexity overall.",Unfiltered Single Vineyard Reserve,85,33,New South Wales,New South Wales,,Pinot Noir,Centennial
111445,Australia,"This medium-bodied Pinot features aromas of vanilla, beet greens and a touch of cola to go with extremely soft tannins. Flavors of cola, cedar and earth end on hints of tart berries and coffee.",Charleston,85,20,South Australia,Adelaide Hills,,Pinot Noir,Nepenthe
111477,Australia,"Ultrasmooth, this is an easy-drinking rendition of Aussie Grenache that's not swamped by new oak. There's some vanilla, but it simply serves to support the red cherry and currant aromas and flavors. Hints of dill and mint keep it from being too confected, as does a mouthwatering tartness on the finish. Drink now.",III Associates Three Score & 10,87,20,South Australia,McLaren Vale,,Grenache,McLaren Vale Premium Wines
111484,Australia,"Tastes cool and crisp, just as it smells: think dried cherry fruit, with a minty streak. Feels thin at first, but give it some time in the glass to come around. 25,000 cases produced. Imported by Windshaker Ridge Imports.",,86,13,Western Australia,Western Australia,,Shiraz,Windshaker Ridge
111489,Australia,"Smells very nice. The wine deals vanilla bean, nutmeg, musk and floral notes. This isn't a Chardonnay for the tropically inclined. There's fruit here, but it's taut (think unripe pear, sour apple, peach pit, that sort of thing). Sparse on the fluff overall. Imported by Pacific Wine Partners.",Spires,86,12,South Australia,Barossa Valley,,Chardonnay,Barossa Valley Estate
111491,Australia,"Floral and citrusy, with hints of lime sherbet and orange blossom on the nose and ripe pear and citrus flavors. Fairly full-bodied and soft, with a dry finish and more weight and texture than expected.",,86,14,South Australia,Eden Valley,,Riesling,Long Flat
111493,Australia,"This red is soft and so easy to drink. Spice, black pepper and clove aromas and flavors couch mixed plum fruit on the palate. Not intense, but just the ticket for everyday drinking. Imported by Foster's Wine Estates Americas.",Cabernet Shiraz Merlot,86,11,South Australia,Coonawarra,,Cabernet Blend,Wynns Coonawarra Estate
111494,Australia,"Tasted twice with differing impressions; this score represents the average of the two. One look at the wine showed roasted aromas, and an orange-peel aroma, followed by sour red fruit on the palate. The second go revealed juicier fruit and pleasing, chalky tannins on the palate. Give it the benefit of the doubt. 600 cases produced. Imported by USA Wine West.",Luccio,86,15,South Australia,Clare Valley,,Sangiovese,Pikes
111496,Australia,"Floral, peachy aromas are understated. The palate has a melony, peachy shell and a lightly creamy, almost oily, center. Goes down easy. Imported by Australian Wine Connection.",Classic White,86,16,Western Australia,Western Australia,,Semillon-Sauvignon Blanc,Wise
111497,Australia,"A blonde wine: soft, pretty and light. It feels like soft peach fuzz and tastes like musk, its aromas brimming with brisk tropical fruit. Gets tighter and more floral toward the finish, where there's some Band-Aid. Imported by Australian Wine Connection.",Unwooded,86,15,Western Australia,Pemberton,,Chardonnay,Wise
111498,Australia,"From Gundagai, an area southwest of Sydney. A linear, fine quaff, full of black cherry and plum fruit. Its cottony-tannic shell has more staying power than its stuffing. Finishes with more black cherry fruit. Imported by South Pacific Wines.",,86,11,New South Wales,Gundagai,,Shiraz,Thorny Devil
111499,Australia,"An approachable Pinot: its feel is soft and round, and its cherry fruit falls squarely in the cherry cola camp, rather than the tart and rigid one. Starts to get serious on the finish, where firm tannins take hold. Imported by Scott Street Portfolio.",,86,21,Victoria,Yarra Valley,,Pinot Noir,Oakridge
111500,Australia,"Has spicy aromas; on the palate, it has a pleasing, zesty spring in its step, like herbs and green apples. In the background, has a persistent butterscotch hard-candy flavor and feel. 5,000 cases produced. Imported by Palandri America.",,86,12,Western Australia,Western Australia,,Chardonnay,Palandri
111502,Australia,"A Sauvignon with a lot of heart, if not a lot of complexity. Offers citrus and tropical fruit edged with minerals; a good, everyday wine. Imported by Aussie Imports.",,86,18,South Australia,Adelaide Hills,,Sauvignon Blanc,3 Hills High
111504,Australia,"A thick, fat Gris. This version offers abundant peaches and apricots, spiced with some ginger, on both the nose and the palate. Pleasing and sunny; a good, food-friendly choice. Imported by Guardian of the Grape Imports.",Southern Highlands,86,16,Australia Other,Australia,,Pinot Gris,Cuttaway Hill Estate
111582,Australia,"L'??tranger is the most appropriately named wine I've come across in a while. This bottling offers raisiny, bready aromas (think cinnamon-raisin bagel), and earthy, sweet-and-sour notes on the palate (think Sweet Tart, tree and raisin). A strange one, indeed. Imported by The Colonial Wine Company.",The Colonial Estate L'??tranger,84,27,South Australia,Barossa Valley,,Cabernet Sauvignon,JCP Maltus
111606,Australia,"The blend is 50% Grenache, 40% Shiraz and 10% Mourv??dre, and it delivers a creamy mouthful of bright berry flavors. A hint of chocolate adds another dimension, while the mouthfeel is lush without being overly soft. Drink nowÇ??2012.",The Medley,90,30,South Australia,Barossa Valley-Clare Valley,,G-S-M,Kilikanoon
111616,Australia,"Very ripe, with brandied cherries and dark chocolate combining on the palate. May be too much for some people, but the wine's roundness and soft, silky texture are undeniably appealing. Drink now.",Old Bushvine,90,17,South Australia,Clare Valley,,Grenache,Reilly's
111691,Australia,"An interesting Shiraz, this one's plummy aromas and flavors have one foot in the prune/raisin camp. Still, there are pretty flavors of Christmas spice, bread flour, tea and tobacco here, too; the latter two leave a somewhat sour taste on the finish. Imported by Old Bridge Cellars.",,87,18,South Australia,Clare Valley,,Shiraz,Mak
111699,Australia,"Forward and youthful, this Shiraz shows lifted blueberry and blackberry jam flavors, plus accents of tangy oak and earth. An over-the-top, drink-now wine. Imported by Paterno Wines International.",Angel's Share,87,30,South Australia,McLaren Vale,,Shiraz,Two Hands
111701,Australia,"McLaren Vale is not renowned for its white wines, yet this Chardonnay is a very good, appealing sip. It's medium-sized with apple and pear aromas and flavors dominating. It's not noticeably oaky, either; a fresh, please-all style. 2,002 cases produced.",,87,18,South Australia,McLaren Vale,,Chardonnay,Shingleback
111711,Australia,"Moderately acidic with broad appeal, this Riesling deals light citrus, grass and pear aromas and flavors. Zips to a close with an interesting, kiwi-like flavor.",,86,17,South Australia,Clare Valley,,Riesling,Wakefield Estate
111718,Australia,"Peachy from nose to palate, with melon in a supporting role. Medium-bodied and dry; an easy, enjoyable, ap??ritif-style white.",Offspring,86,13,Western Australia,Western Australia,,Riesling,Goundrey
111736,Australia,"Looking for a dark-fruited rendition of Shiraz at a bargain price? Kilda's 2006 answers the bell, offering cola and coffee aromas and flavors in a medium-weight format.",,84,8,Australia Other,South Eastern Australia,,Shiraz,Kilda
111742,Australia,"Finding decent Pinot Noir at $10 is a challenge, but this wine delivers varietally correct aromas of smoke, beet and cherry, then backs them up with flavors of cola and root veggies. It's medium-bodied, finishing with a tart, almost citrusy edge. Drink now.",,84,10,Victoria,Yarra Valley,,Pinot Noir,Wagtail
111747,Australia,"Despite ample weight and concentration, this wine is overtly green and minty, with wintergreen notes riding atop blackberry and blueberry fruit. Finishes tart.",,84,16,Western Australia,Margaret River,,Shiraz,Flinder's Bay
111815,Australia,"This unoaked Chard is floral, feminine and a little soft, showing melon, citrus, talc powder and apple aromas and flavors. A good warm-weather choice for picnics or parties. Imported by Conquest Beverage Group.",,86,14,Western Australia,Western Australia,,Chardonnay,Bush Bike
111826,Australia,"Rh??ne-styled and slight in build, this Shiraz deals an abundance of black pepper, earth and black cherry flavors. A cool and crisp style, and a relative bargain. Imported by Wilson Daniels Ltd.",Scrubby Rise,86,12,South Australia,South Australia,,Shiraz,Wirra Wirra
111832,Australia,"A wine that was a contest entry, hence its name. It's rich, but a little hollow; as one taster says, it tries too hard. Aromas are of grape jelly, nutmeg and wheat bread. In the mouth, it has similar flavors. Imported by Epicurean Wines.",,86,16,South Australia,Langhorne Creek,,Shiraz,The Winner's Tank
111833,Australia,"A lavishly oaked wine, with woody, coconutty flavors and aromas. There's fruit thereÇ??raspberry and cherry cordial on the nose, and some sour plum on the palateÇ??but you're going to have to do some digging to get to it. Surely has its following, but is just too much for me. Imported by Australian Wine Connection.",Ben Schild Reserve,86,65,South Australia,Barossa Valley,,Shiraz,Schild Estate
111839,Australia,"A pretty, talc-mineral note pervades from nose to palate, bolstered by tangy peach and pear fruit. It's a lighter style of Chard, not an explosion of flavors; finishes with a buttery-lactic note. Imported by Epic Wines.",,86,17,Victoria,Yarra Valley,,Chardonnay,Yering Station
111844,Australia,"Aromas are pruny and toasty, and on the palate hard flavors of cherry and rhubarb take over. A stemmy-beany note persists through the finish. Imported by Metrowine Distribution.",Sturt River,83,14,South Australia,South Australia,,Cabernet Sauvignon-Shiraz,Hamilton's Ewell Vineyard
111860,Australia,"Rich cassis aromas are tinged with a ribbon of green. The berry and plum fruit flavors are flat, rather than ripe and textured. Fine for casual gatherings. A blend of Cab, Merlot, Shiraz and Cab Franc. Imported by Southcorp Wines.",Fifth Leg,83,12,Western Australia,Western Australia,,Red Blend,Devil's Lair
