Wines,Country,Rate,Price,State,region_1,region_2,Wine Type,winery
86832,Australia,82,9,South Australia,South Australia,,Chardonnay,Yalumba
86840,Australia,82,9,Australia Other,South Eastern Australia,,Shiraz,Blue Reef
87024,Australia,90,19,Victoria,King Valley,,Chardonnay,Nugan Family Estates
87130,Australia,81,13,Western Australia,Western Australia,,Shiraz,West Cape Howe
87138,Australia,81,12,New South Wales,Darlington Point,,Cabernet Merlot,Cookoothama
87258,Australia,85,46,South Australia,Barossa Valley,,Grenache,Kaesler
87421,Australia,80,11,Australia Other,South Eastern Australia,,Merlot-Cabernet,Tamburlaine
87582,Australia,87,16,South Australia,McLaren Vale,,Viognier-Marsanne,D'Arenberg
87604,Australia,90,21,Victoria,Yarra Valley,,Chardonnay,Sticks
87633,Australia,89,29,South Australia,McLaren Vale,,Grenache,D'Arenberg
87634,Australia,89,65,South Australia,McLaren Vale,,G-S-M,D'Arenberg
87640,Australia,89,35,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Torbreck
87644,Australia,89,20,Australia Other,Australia,,Shiraz-Grenache,Kilikanoon
87650,Australia,89,22,South Australia,Barossa,,Shiraz-Mourv??dre,Fetish
87879,Australia,87,35,South Australia,McLaren Vale,,Mourv??dre,D'Arenberg
87880,Australia,87,9,Australia Other,South Eastern Australia,,Petite Sirah,De Bortoli
87930,Australia,89,19,South Australia,South Australia,,Shiraz,R Wines
87945,Australia,88,30,South Australia,Clare Valley,,Grenache,Kilikanoon
88171,Australia,87,14,South Australia,Eden Valley,,Pinot Grigio,Thorn Clarke
88185,Australia,87,18,South Australia,McLaren Vale,,Sangiovese,Hugh Hamilton
88208,Australia,89,45,Victoria,Yarra Valley,,Chardonnay,De Bortoli
88212,Australia,89,30,Victoria,Yarra Valley,,Chardonnay,Giant Steps
88253,Australia,88,70,South Australia,Barossa,,Grenache,Yalumba
88259,Australia,88,8,South Australia,South Australia,,G-S-M,Oxford Landing
88441,Australia,87,12,South Australia,South Australia,,Pinot Grigio,Yalumba
88442,Australia,87,20,South Australia,McLaren Vale,,Vermentino,Mitolo
88447,Australia,87,10,South Australia,South Australia,,Viognier,Oxford Landing
88448,Australia,87,16,New South Wales,Mudgee,,Ros??,Robert Oatley
88507,Australia,88,15,South Australia,Barossa,,Chardonnay,Elderton
88536,Australia,88,19,South Australia,McLaren Vale,,Shiraz-Grenache,D'Arenberg
88629,Australia,92,33,South Australia,McLaren Vale,,Shiraz,Oliverhill
88740,Australia,87,30,South Australia,McLaren Vale,,Zinfandel,Kangarilla Road
88751,Australia,87,14,Victoria,Victoria,,Moscato,Innocent Bystander
88752,Australia,87,48,South Australia,McLaren Vale,,Saperavi,Hugh Hamilton
88754,Australia,87,20,South Australia,McLaren Vale,,Savagnin,Gemtree
89067,Australia,86,12,Australia Other,South Eastern Australia,,Pinot Grigio,Yellow Tail
89143,Australia,88,15,South Australia,Barossa,,G-S-M,Schild Estate
89147,Australia,88,80,South Australia,McLaren Vale,,Grenache,Yangarra Estate Vineyard
89228,Australia,91,70,Victoria,Heathcote,,Shiraz,Cluster M45
89235,Australia,91,75,Victoria,Heathcote,,Shiraz,Jasper Hill
89249,Australia,91,25,South Australia,Barossa Valley,,Shiraz-Grenache,Glaetzer
89347,Australia,86,13,South Australia,Eden Valley,,Pinot Gris,Cool Woods
89450,Australia,87,20,South Australia,South Australia,,Shiraz,R Wines
89451,Australia,87,12,South Australia,South Australia,,Cabernet Sauvignon,R Wines
89653,Australia,95,225,South Australia,Clarendon,,Syrah,Clarendon Hills
89676,Australia,86,7,Victoria,Victoria,,Muscat of Alexandria,Deakin Estate
89678,Australia,86,14,Australia Other,South Eastern Australia,,Pinot Grigio,James Oatley
89732,Australia,87,19,South Australia,McLaren Vale,,Grenache,D'Arenberg
89734,Australia,87,45,South Australia,Clarendon,,Grenache,Clarendon Hills
89873,Australia,87,13,South Australia,McLaren Vale,,Shiraz,Gemtree
89916,Australia,86,15,South Australia,Langhorne Creek,,Verdelho,Bleasdale
89931,Australia,86,20,South Australia,McLaren Vale,,Sangiovese,Kangarilla Road
89990,Australia,93,38,South Australia,Barossa Valley,,Shiraz,Dutschke
89992,Australia,93,70,South Australia,Coonawarra,,Shiraz,Wynns Coonawarra Estate
89999,Australia,93,48,South Australia,Barossa Valley,,Shiraz,Massena
90018,Australia,87,18,South Australia,McLaren Vale,,Grenache,R Wines
90095,Australia,90,40,Victoria,Pyrenees,,Shiraz,Domaine Terlato & Chapoutier
90212,Australia,86,20,Western Australia,Western Australia,,Viognier,West Cape Howe
90235,Australia,85,22,South Australia,South Australia,,White Blend,Heartland
90271,Australia,93,99,South Australia,Barossa,,Shiraz,John Duval Wines
90281,Australia,93,75,Victoria,Yarra Valley,,Shiraz,Yarra Yering
90287,Australia,93,60,South Australia,Barossa Valley,,Shiraz,Dutschke
90289,Australia,93,110,South Australia,Clarendon,,Syrah,Clarendon Hills
90293,Australia,92,60,South Australia,Clarendon,,Syrah,Clarendon Hills
90298,Australia,92,29,South Australia,McLaren Vale,,Shiraz,The Old Faithful
90302,Australia,87,27,South Australia,Barossa Valley,,G-S-M,Penfolds
90386,Australia,85,22,New South Wales,Riverina,,S??millon,Three Bridges
90404,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Longwood
90549,Australia,85,14,South Australia,Adelaide,,Rh??ne-style White Blend,Shoofly
90573,Australia,92,75,South Australia,Barossa,,Shiraz,Henschke
90578,Australia,92,70,South Australia,Barossa Valley,,Shiraz,Kilikanoon
90581,Australia,92,85,South Australia,Barossa Valley,,Shiraz,Schild Estate
90583,Australia,92,60,South Australia,Clarendon,,Syrah,Clarendon Hills
90585,Australia,92,100,South Australia,Barossa,,Shiraz,Kurtz Family
90619,Australia,87,12,South Australia,South Australia,,Chardonnay,R Wines
90692,Australia,90,22,South Australia,McLaren Vale,,Shiraz,Mr. Riggs
90719,Australia,89,23,Western Australia,Great Southern,,Cabernet Sauvignon,West Cape Howe
90759,Australia,86,12,South Australia,McLaren Vale,,Shiraz,Obviously
90814,Australia,86,28,New South Wales,Hunter Valley,,Chardonnay,Keith Tulloch
90851,Australia,85,12,South Australia,South Australia,,Ros??,Yalumba
90864,Australia,85,15,Victoria,Nagambie Lakes,,Marsanne,Tahbilk
90865,Australia,85,10,South Australia,South Australia,,Pinot Grigio,Oxford Landing
90872,Australia,92,75,South Australia,Clarendon,,Syrah,Clarendon Hills
90877,Australia,92,48,South Australia,McLaren Vale,,Shiraz-Viognier,Hugh Hamilton
90898,Australia,92,32,South Australia,Mount Benson,,Shiraz,Oliverhill
90924,Australia,86,12,South Australia,Barossa,,Grenache,R Wines
90997,Australia,89,23,South Australia,Fleurieu Peninsula,,Shiraz,Cascabel
90999,Australia,89,20,South Australia,South Australia,,Shiraz-Grenache,Kilikanoon
91135,Australia,86,20,South Australia,Coonawarra,,Chardonnay,Penley Estate
91141,Australia,85,14,South Australia,Langhorne Creek,,Viognier,Zonte's Footstep
91149,Australia,84,8,Australia Other,South Eastern Australia,,Moscato,Jacob's Creek
91166,Australia,84,12,South Australia,South Australia,,Ros??,Angove's
91171,Australia,91,30,South Australia,Barossa Valley,,Shiraz,Dutschke
91172,Australia,91,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
91173,Australia,91,75,South Australia,Clarendon,,Syrah,Clarendon Hills
91182,Australia,91,70,South Australia,Barossa,,Shiraz,Yalumba
91211,Australia,86,11,South Australia,South Australia,,Shiraz,R Wines
91293,Australia,89,15,South Australia,McLaren Vale,,Shiraz,Fox Creek
91296,Australia,89,16,South Australia,McLaren Vale,,Shiraz,Tapestry
91311,Australia,89,125,New South Wales,Hunter Valley,,Shiraz,Brokenwood
91355,Australia,86,16,Western Australia,Margaret River,,Chardonnay,Wildberry Estate
91385,Australia,85,10,South Australia,South Australia,,Shiraz,Rocland Estate
91387,Australia,84,9,Victoria,Victoria,,Moscato,Deakin Estate
91391,Australia,84,15,Australia Other,South Eastern Australia,,Muscat,Teal Lake
91395,Australia,84,16,South Australia,McLaren Vale,,Ros??,Marlargo
91405,Australia,84,13,South Australia,South Australia,,Shiraz-Viognier,Yalumba
91444,Australia,84,13,New South Wales,Hunter Valley,,Verdelho,Hope Estate
91458,Australia,84,9,Australia Other,South Eastern Australia,,Pinot Grigio,De Bortoli
91464,Australia,84,17,South Australia,Adelaide,,White Blend,Peter Lehmann
91476,Australia,91,40,South Australia,Barossa Valley,,Shiraz,Kilikanoon
91536,Australia,84,22,New South Wales,Riverina,,S??millon,Elderton
91592,Australia,89,38,Victoria,Heathcote,,Shiraz,Occam's Razor
91657,Australia,84,13,Australia Other,Australia,,Shiraz,De Bortoli
91676,Australia,84,17,Victoria,Victoria,,Pinot Noir,Green Point
91743,Australia,84,29,South Australia,McLaren Vale,,Roussanne,Yangarra Estate Vineyard
91744,Australia,84,8,Australia Other,Australia,,Malbec,Yellow Tail
91755,Australia,84,15,Australia Other,Australia,,Moscato,Wirra Wirra
91798,Australia,90,14,South Australia,Barossa,,Shiraz,Nine Stones
92027,Australia,84,15,South Australia,McLaren Vale,,Grenache-Syrah,Yangarra Estate Vineyard
92030,Australia,83,16,South Australia,Barossa,,Ros??,Jenke
92035,Australia,83,10,Australia Other,South Eastern Australia,,Ros??,Friday Monkey
92068,Australia,83,25,South Australia,McLaren Vale-Adelaide Hills,,Viognier,D'Arenberg
92070,Australia,90,23,South Australia,McLaren Vale,,Shiraz,Mitolo
92087,Australia,90,18,South Australia,Barossa,,Shiraz,Yalumba
92096,Australia,90,25,South Australia,Clare Valley,,Shiraz,Reilly's
92097,Australia,90,100,South Australia,Barossa Valley,,Shiraz,Schubert
92263,Australia,85,18,South Australia,South Australia,,Chardonnay,Chapel Hill
92311,Australia,83,20,South Australia,McLaren Vale,,Sangiovese,Mitolo
92325,Australia,83,,Victoria,Victoria,,Moscato,Innocent Bystander
92337,Australia,82,10,South Australia,Barossa Valley,,Muscat Blanc ?? Petit Grain,Schild Estate
92346,Australia,83,25,South Australia,McLaren Vale,,Roussanne,D'Arenberg
92362,Australia,82,30,Victoria,Pyrenees,,Viognier,Domaine Terlato & Chapoutier
92365,Australia,82,15,New South Wales,Orange,,Malbec,Tamburlaine
92375,Australia,90,36,South Australia,Barossa Valley,,Shiraz,Dutschke
92392,Australia,90,60,South Australia,Langhorne Creek,,Shiraz,Two Hands
92395,Australia,90,50,South Australia,Coonawarra,,Shiraz,Penley Estate
92419,Australia,85,22,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Torbreck
92504,Australia,88,60,Victoria,Yarra Valley,,Shiraz-Viognier,Yering Station
92595,Australia,82,18,New South Wales,Mudgee,,Sangiovese,Robert Oatley
92604,Australia,81,12,Australia Other,South Eastern Australia,,Shiraz,Altoona Hills
92607,Australia,81,10,Australia Other,South Eastern Australia,,Shiraz,Jindalee
92609,Australia,80,10,Australia Other,South Eastern Australia,,Shiraz,Bulletin Place
92662,Australia,81,19,South Australia,Barossa Valley,,Muscat Blanc,Torbreck
92672,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Hugh Hamilton
92683,Australia,90,28,South Australia,Barossa,,Shiraz,Elderton
92691,Australia,90,60,South Australia,Barossa Valley,,Shiraz,Two Hands
92817,Australia,87,15,Western Australia,Margaret River,,Ros??,Beach Head
92983,Australia,84,13,South Australia,South Australia,,Sparkling Blend,R Wines
93001,Australia,90,70,South Australia,Barossa,,Shiraz,Yalumba
93010,Australia,89,40,South Australia,Barossa,,Shiraz,John Duval Wines
93017,Australia,89,17,South Australia,Langhorne Creek,,Shiraz,Winner's Tank
93093,Australia,87,18,New South Wales,Hunter Valley,,Shiraz,Margan
93270,Australia,89,100,South Australia,Barossa,,Shiraz,Kurtz Family
93274,Australia,89,70,South Australia,Barossa,,Shiraz,Yalumba
93343,Australia,92,70,Victoria,Yarra Valley,,Shiraz,Strathewen Hills
93399,Australia,87,12,Australia Other,South Eastern Australia,,G-S-M,Marquee
93521,Australia,93,70,South Australia,Piccadilly Valley,,Chardonnay,Petaluma
93571,Australia,89,15,South Australia,Clare Valley,,Shiraz,Reilly's
93573,Australia,89,50,South Australia,Clarendon,,Syrah,Clarendon Hills
93578,Australia,89,29,South Australia,Clare Valley,,Shiraz,Koonowla
93579,Australia,89,38,South Australia,Barossa Valley,,Shiraz,Groom
93595,Australia,89,20,South Australia,Coonawarra,,Shiraz,Penley Estate
93696,Australia,87,13,New South Wales,Orange,,Cabernet Sauvignon,Climbing
93710,Australia,87,20,South Australia,Barossa,,Cabernet Sauvignon,Schild Estate
93762,Australia,83,8,Australia Other,South Eastern Australia,,Chardonnay,Beelgara
93885,Australia,88,26,South Australia,Barossa Valley,,Shiraz,Penfolds
94009,Australia,87,18,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Angus The Bull
94189,Australia,88,18,South Australia,Langhorne Creek,,Shiraz,Bleasdale
94197,Australia,88,75,Victoria,Heathcote,,Shiraz,Jasper Hill
94199,Australia,88,33,South Australia,Mount Benson,,Shiraz,Oliverhill
94358,Australia,86,10,Australia Other,South Eastern Australia,,G-S-M,Marquee
94366,Australia,85,18,Western Australia,Margaret River,,Ros??,Beach Head
94370,Australia,85,15,Victoria,Yarra Valley,,Pinot Noir,Long Flat
94636,Australia,91,40,South Australia,Barossa Valley,,G-S-M,John Duval Wines
94701,Australia,92,80,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Jacob's Creek
94711,Australia,91,60,Victoria,Yarra Valley,,Chardonnay,Yering Station
94773,Australia,88,13,New South Wales,Hunter Valley,,Shiraz,Hope Estate
94776,Australia,88,55,South Australia,Barossa Valley,,Shiraz,Mitolo
94809,Australia,94,19,South Australia,McLaren Vale,,Riesling,D'Arenberg
94963,Australia,85,12,South Australia,South Australia,,Grenache-Shiraz,Angove's
94989,Australia,92,30,South Australia,McLaren Vale,,Shiraz,Longwood
95035,Australia,90,35,Victoria,Yarra Valley,,Chardonnay,Yeringberg
95170,Australia,86,14,Western Australia,Margaret River,,Cabernet Sauvignon,Mandu
95183,Australia,86,19,South Australia,Barossa Valley,,G-S-M,Cigale
95188,Australia,86,30,Victoria,Yarra Valley,,Shiraz,Giant Steps
95287,Australia,91,65,South Australia,McLaren Vale,,Shiraz,Chateau Reynella
95290,Australia,91,20,South Australia,South Australia,,Shiraz,Kilikanoon
95292,Australia,91,50,South Australia,McLaren Vale,,Shiraz,Shingleback
95307,Australia,91,20,South Australia,Coonawarra,,Shiraz,Penley Estate
95413,Australia,92,19,South Australia,Adelaide,,White Blend,D'Arenberg
95427,Australia,92,50,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
95552,Australia,84,10,Australia Other,South Eastern Australia,,Ros??,Jindalee
95581,Australia,91,35,South Australia,McLaren Vale,,Shiraz,Oliverhill
95591,Australia,91,19,South Australia,McLaren Vale,,Shiraz,Loom
95597,Australia,91,17,Australia Other,South Eastern Australia,,Shiraz,Wyndham Estate
95627,Australia,90,30,Victoria,Yarra Valley,,Chardonnay,Giant Steps
95681,Australia,87,10,South Australia,Langhorne Creek,,Red Blend,Bleasdale
95725,Australia,91,27,South Australia,Barossa,,Cabernet Merlot,B3
95775,Australia,85,11,South Australia,South Australia,,Sangiovese,Yalumba
95778,Australia,85,13,Australia Other,South Eastern Australia,,Cabernet Sauvignon,De Bortoli
95864,Australia,84,60,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
95897,Australia,90,15,South Australia,McLaren Vale,,Shiraz,Hardys
95922,Australia,90,30,New South Wales,Hunter Valley,,Chardonnay,Peter Howland
95923,Australia,90,30,New South Wales,Orange,,Chardonnay,Philip Shaw
95979,Australia,91,26,South Australia,Clare Valley,,Riesling,Pauletts
95980,Australia,91,38,South Australia,Barossa Valley,,Cabernet Sauvignon,Peter Lehmann
95983,Australia,91,25,South Australia,Coonawarra,,Cabernet Sauvignon,Yalumba
96062,Australia,85,18,South Australia,Barossa,,Grenache,Loose End
96087,Australia,85,11,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Madison Ridge
96154,Australia,83,12,South Australia,South Australia,,Sangiovese,Yalumba
96173,Australia,83,14,Victoria,Bendigo,,White Blend,Water Wheel
96178,Australia,83,17,New South Wales,Hunter Valley,,S??millon,Pepper Tree
96319,Australia,91,100,South Australia,Clare Valley,,Cabernet Sauvignon,Jim Barry
96454,Australia,83,15,New South Wales,Hunter Valley,,Shiraz,Margan
96584,Australia,86,20,South Australia,Clare Valley,,Shiraz,Jim Barry
96601,Australia,91,50,South Australia,Coonawarra,,Bordeaux-style Red Blend,Penley Estate
96605,Australia,91,60,South Australia,Clare Valley,,Shiraz,Wakefield Estate
96608,Australia,90,29,South Australia,Kangaroo Island,,Cabernet Sauvignon,Hazyblur
96675,Australia,84,13,South Australia,South Australia,,Ros??,Angove's
96689,Australia,84,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,McWilliam's Hanwood Estate
96758,Australia,81,14,South Australia,Barossa Valley,,White Blend,Turkey Flat
96771,Australia,95,350,South Australia,Clarendon,,Syrah,Clarendon Hills
96794,Australia,90,15,South Australia,McLaren Vale,,Chardonnay,Chateau Reynella
96806,Australia,90,70,South Australia,South Australia,,Red Blend,Wolf Blass
96837,Australia,89,19,Victoria,Yarra Valley,,Chardonnay,Coldstream Hills
96915,Australia,90,18,South Australia,Coonawarra,,Cabernet Sauvignon,Jim Barry
96916,Australia,90,19,South Australia,Padthaway,,Shiraz,Jip Jip Rocks
96919,Australia,90,19,South Australia,Wrattonbully,,Viognier,Yalumba
96924,Australia,90,16,South Australia,Adelaide Hills,,Sauvignon Blanc,Sidewood
97017,Australia,84,11,South Australia,South Australia,,G-S-M,D'Arenberg
97060,Australia,93,110,South Australia,Clarendon,,Syrah,Clarendon Hills
97066,Australia,92,50,South Australia,McLaren Vale,,Shiraz,Mitolo
97071,Australia,92,165,South Australia,Clarendon,,Syrah,Clarendon Hills
97093,Australia,89,15,South Australia,South Australia,,Shiraz,9 Mile Road
97096,Australia,89,18,South Australia,McLaren Vale,,Shiraz,Longwood
97098,Australia,89,60,South Australia,McLaren Vale,,Shiraz,Ulithorne
97099,Australia,89,17,South Australia,Clare Valley,,Chardonnay,Wakefield Estate
97106,Australia,89,18,South Australia,Barossa Valley,,Chardonnay,Craneford
97196,Australia,85,26,South Australia,Clare Valley,,Syrah,Pauletts
97201,Australia,90,32,South Australia,Clare Valley,,Cabernet Franc,Pearson Vineyards
97211,Australia,90,38,South Australia,Clare Valley,,Riesling,Grosset
97225,Australia,90,17,South Australia,Clare Valley,,Riesling,Reilly's
97262,Australia,84,9,Australia Other,Central Ranges,,Cabernet Sauvignon,Block 50
97327,Australia,90,24,South Australia,McLaren Vale,,Red Blend,Primo Estate
97378,Australia,91,50,South Australia,McLaren Vale,,Shiraz,Shingleback
97461,Australia,89,14,South Australia,South Australia,,Shiraz,Jacob's Creek
97500,Australia,90,75,Western Australia,Margaret River,,Bordeaux-style Red Blend,Cullen
97625,Australia,90,28,South Australia,South Australia,,Chardonnay,Jacob's Creek
97654,Australia,91,21,Victoria,Victoria,,Riesling,Mount Langi Ghiran
97659,Australia,91,75,South Australia,McLaren Vale,,Shiraz,Coriole
97660,Australia,91,60,South Australia,Barossa Valley,,Shiraz,Two Hands
97728,Australia,88,25,South Australia,Adelaide Hills,,Sauvignon Blanc,Shaw and Smith
97740,Australia,89,15,South Australia,Adelaide Hills,,Red Blend,Nepenthe
97745,Australia,89,24,South Australia,McLaren Vale,,Shiraz-Viognier,Wirra Wirra
97757,Australia,88,30,South Australia,McLaren Vale,,Shiraz,Oliverhill
97803,Australia,90,32,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
97828,Australia,89,17,Western Australia,Margaret River,,Cabernet Sauvignon-Merlot,Larry Cherubino
97925,Australia,89,36,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
97946,Australia,89,15,New South Wales,Hunter Valley,,S??millon,Allandale
97949,Australia,89,20,South Australia,McLaren Vale,,Cabernet Sauvignon,Hugh Hamilton
97960,Australia,90,16,South Australia,Clare Valley,,Riesling,Marlargo
97962,Australia,90,66,South Australia,McLaren Vale,,Shiraz,Mitolo
97963,Australia,90,18,South Australia,Adelaide Hills,,Sauvignon Blanc,Groom
97976,Australia,90,15,Western Australia,Frankland River,,Riesling,Rocky Gully
97977,Australia,90,66,South Australia,Barossa Valley,,Shiraz,Butting Heads
98012,Australia,88,11,South Australia,Barossa,,Chardonnay,Peter Lehmann
98021,Australia,88,21,South Australia,Langhorne Creek,,Red Blend,Bremerton
98033,Australia,88,24,South Australia,McLaren Vale,,Cabernet Blend,Wirra Wirra
98050,Australia,88,18,South Australia,Adelaide Hills,,Sauvignon Blanc,Groom
98105,Australia,89,15,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
98112,Australia,89,40,South Australia,Barossa,,Merlot-Cabernet Franc,Creed of Barossa
98114,Australia,89,16,South Australia,Langhorne Creek,,Malbec,Bleasdale
98117,Australia,89,20,South Australia,Clare Valley,,Riesling,Kilikanoon
98127,Australia,89,17,South Australia,Clare Valley,,Shiraz,Wakefield Estate
98196,Australia,82,36,New South Wales,Hunter Valley,,Shiraz,Meerea Park
98220,Australia,89,25,South Australia,McLaren Vale,,Grenache,Yangarra Estate Vineyard
98237,Australia,89,25,South Australia,Langhorne Creek,,Shiraz-Cabernet Sauvignon,Lake Breeze
98275,Australia,89,30,South Australia,Adelaide Hills,,Viognier,The Lane
98330,Australia,88,13,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Wakefield Estate
98426,Australia,89,26,South Australia,Adelaide Hills,,Chardonnay,Sidewood
98541,Australia,89,24,Western Australia,Frankland River,,Chardonnay,Frankland Estate
98545,Australia,89,35,South Australia,McLaren Vale,,Red Blend,D'Arenberg
98551,Australia,89,17,South Australia,Clare Valley,,Riesling,Wakefield Estate
98609,Australia,87,13,South Australia,Barossa Valley,,Chardonnay,Barossa Valley Estate
98648,Australia,98,135,South Australia,Barossa Valley,,Shiraz,Standish
98659,Australia,96,135,South Australia,Barossa Valley,,Shiraz,Standish
98670,Australia,89,16,Western Australia,Pemberton,,Sauvignon Blanc,Robert Oatley
98671,Australia,89,21,South Australia,Adelaide,,Sauvignon Blanc,Longview
98673,Australia,89,37,South Australia,Barossa,,Cabernet Sauvignon-Shiraz,Penfolds
98691,Australia,89,30,Victoria,Yarra Valley,,Bordeaux-style Red Blend,Giant Steps
98696,Australia,89,11,South Australia,McLaren Vale-Adelaide Hills,,Chardonnay,D'Arenberg
98815,Australia,93,94,Western Australia,Margaret River,,Bordeaux-style Red Blend,Cullen
98838,Australia,88,15,South Australia,South Australia,,Cabernet Sauvignon,Hill of Content
98839,Australia,88,15,Western Australia,Pemberton,,Chardonnay,Fonty's Pool
98845,Australia,88,30,Victoria,Heathcote,,Tempranillo,Tar & Roses
98852,Australia,89,15,South Australia,Clare Valley,,Riesling,Long Flat
98853,Australia,89,25,South Australia,Clare Valley,,Riesling,Pikes
98871,Australia,89,60,South Australia,McLaren Vale,,Shiraz,Two Hands
98898,Australia,87,12,Australia Other,South Eastern Australia,,Chardonnay,Andrew Peace
98903,Australia,87,12,South Australia,South Australia,,Chardonnay,Jacob's Creek
98952,Australia,94,190,South Australia,Barossa Valley,,Shiraz,Kaesler
98958,Australia,94,105,South Australia,Barossa Valley,,Shiraz,Kilikanoon
99005,Australia,89,86,South Australia,Wrattonbully,,Merlot,TapaNappa
99075,Australia,86,20,South Australia,South Australia,,Shiraz,Hardys
99113,Australia,92,35,Victoria,Bendigo,,Shiraz,Passing Clouds
99129,Australia,88,19,South Australia,McLaren Vale,,Grenache,D'Arenberg
99151,Australia,88,20,Victoria,Victoria,,Pinot Gris,Innocent Bystander
99157,Australia,88,18,South Australia,Adelaide Hills,,Riesling,Longview
99159,Australia,88,25,Tasmania,Tasmania,,Pinot Gris,Tamar Ridge
99172,Australia,88,30,Victoria,Yarra Valley,,Sauvignon,De Bortoli
99206,Australia,86,13,Australia Other,South Eastern Australia,,Chardonnay,Tall Poppy
99263,Australia,93,75,South Australia,McLaren Vale,,Shiraz,Mitolo
99307,Australia,88,27,South Australia,Padthaway,,Shiraz,Morambro Creek
99312,Australia,88,40,South Australia,Eden Valley,,Viognier,Yalumba
99383,Australia,85,17,Australia Other,South Eastern Australia,,Shiraz,Wyndham Estate
99394,Australia,92,75,South Australia,South Australia,,Red Blend,Wolf Blass
99400,Australia,92,30,South Australia,Barossa,,Shiraz,Kurtz Family
99415,Australia,92,75,South Australia,Coonawarra,,Bordeaux-style Red Blend,Parker
99435,Australia,88,23,South Australia,McLaren Vale,,Cabernet Sauvignon,Kangarilla Road
99438,Australia,88,30,South Australia,Eden Valley,,Chardonnay,Heggies Vineyard
99439,Australia,88,27,South Australia,Barossa,,Rh??ne-style Red Blend,Penfolds
99452,Australia,88,12,South Australia,Clare Valley,,Riesling,Leasingham
99462,Australia,88,21,South Australia,Langhorne Creek,,Verdelho,Bremerton
99479,Australia,88,,Western Australia,Western Australia,,Riesling,Mad Fish
99514,Australia,86,19,South Australia,Limestone Coast,,Red Blend,St Mary's
99545,Australia,93,120,South Australia,Barossa Valley,,Shiraz,Two Hands
99546,Australia,93,75,South Australia,Barossa,,Shiraz,Henschke
99554,Australia,92,40,South Australia,Clare Valley,,Shiraz,Kilikanoon
99555,Australia,92,70,South Australia,McLaren Vale,,Shiraz,Kilikanoon
99569,Australia,92,60,South Australia,McLaren Vale,,Shiraz,Two Hands
99602,Australia,88,16,South Australia,McLaren Vale,,Viognier,Hugh Hamilton
99607,Australia,88,48,South Australia,Fleurieu Peninsula,,Pinot Noir,TapaNappa
99628,Australia,88,18,South Australia,Adelaide,,Sauvignon Blanc,Hewitson
99660,Australia,85,10,Victoria,Victoria,,Moscato,Innocent Bystander
99709,Australia,91,35,South Australia,Barossa Valley,,Red Blend,Massena
99713,Australia,91,65,South Australia,Coonawarra,,Bordeaux-style Red Blend,Penley Estate
99724,Australia,88,20,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
99728,Australia,88,13,Victoria,Central Victoria,,Viognier,Four Sisters
99743,Australia,88,20,South Australia,Adelaide,,Chardonnay,Longview
99816,Australia,86,16,South Australia,Langhorne Creek,,Red Blend,Bremerton
99824,Australia,86,12,South Australia,South Australia,,Chardonnay,Wolf Blass
99837,Australia,86,13,Australia Other,South Eastern Australia,,Chardonnay,Tall Poppy
99846,Australia,92,30,South Australia,Barossa,,Shiraz,Schubert
99855,Australia,92,50,South Australia,Padthaway,,Shiraz,Henry's Drive Vignerons
99862,Australia,92,35,South Australia,Barossa,,Shiraz,Schild Estate
99865,Australia,91,21,Victoria,Victoria,,Shiraz-Viognier,Domaine Terlato & Chapoutier
99866,Australia,91,55,Victoria,Yarra Valley,,Syrah,De Bortoli
99869,Australia,91,105,South Australia,McLaren Vale,,Shiraz,Andrew Hardy
99907,Australia,88,15,South Australia,Clare Valley,,White Blend,Pikes
99912,Australia,88,17,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
100009,Australia,90,45,South Australia,Barossa,,Red Blend,Henschke
100013,Australia,90,23,South Australia,McLaren Vale,,Rh??ne-style Red Blend,Cascabel
100027,Australia,88,20,South Australia,Barossa,,Red Blend,Creed of Barossa
100028,Australia,88,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
100033,Australia,88,15,South Australia,South Australia,,Red Blend,Penfolds
100113,Australia,91,35,South Australia,Barossa Valley,,Shiraz,Two Hands
100115,Australia,91,30,South Australia,Southern Flinders Ranges,,Shiraz,Flinders Run
100131,Australia,91,125,New South Wales,Hunter Valley,,Shiraz,Brokenwood
100134,Australia,91,110,South Australia,Eden Valley,,Shiraz,Henschke
100136,Australia,91,29,Western Australia,Great Southern,,Shiraz,Plantagenet
