Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
117424,Australia,"Supple and velvety, with a ripe, creamy texture, this shows textbook Cab flavors: cassis, tobacco and some vanilla from new oak. It deftly avoids the common Barossa problem of excessive size and weight, just could use a touch more persistence on the finish. Imported by AUSA Pacific, LLC.",Thoroughbred,87,28,South Australia,Barossa Valley,,Cabernet Sauvignon,Stanley Lambert
117426,Australia,"Perhaps this wine just needs some additional cellaring, as the finish is long enough to suggest promise, but this particular bottle was in a cranky stage, showing lots of toasted oak and coffee-like aromas and tart acidity. The tannins seem ripe, so it's worth trying again in a year or two.",,87,30,South Australia,McLaren Vale,,Cabernet Sauvignon,Aramis
117427,Australia,"Long Flat, once an entry-level tier of Tyrell's in the Hunter Valley, is now a brand of its own, sourcing fruit from a wide range of GIs. The Coonawarra Cabernet is soft and plushly textured, with hints of roasted fruit, leather, mocha and tobacco. Drink now.",Destinations,87,15,South Australia,Coonawarra,,Cabernet Sauvignon,Long Flat
117429,Australia,"Full-bodied, soft and a bit woody, this wine's smoky, hickory-scented aromas end up slightly dominating the fruit flavors. After 20 months in French oak, the fruit has taken on a dried character, ending on a cedary note. Drink now.  Imported by Tom Eddy Wines.",,87,35,Western Australia,Margaret River,,Cabernet Sauvignon,Juniper
117434,Australia,". Starts off nicely, with aromas of dark chocolate, cassis and mint. There's a lovely hint of vanilla to the flavors, and a cleanness and purity that's admirable. The wine also has rather tart, crisp acids, which accentuate the wine's tannins, giving it an astringent feel???a fine match for rare beef, but less enticing when served on its own.",Presidents Selection,87,19,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
117442,Australia,"Allegedly a step up from Shottesbrooke's regular Cab, this is similarly crisp, with attractive aromatics of roasted peppers, cassis, tobacco and vanilla but with a pinched, narrow mouthfeel and a tart, crisp finish.",Punch,86,39,South Australia,McLaren Vale,,Cabernet Sauvignon,Shottesbrooke
117483,Australia,"A pleasant, easy-drinking Cab for current consumption, the 2004 Boggy Creek features some herbal, dill overtones to its cassis and tobacco flavors. A capable companion to burgers or chops. Imported by MHW, Ltd.",,86,20,Victoria,King Valley,,Cabernet Sauvignon,Boggy Creek
117484,Australia,"A solid, well-structured wine that shows the basic Cab characteristics of ripe cassis fruit, hints of chocolate, vanilla and coffee, but lacks the extra dimensions of lushness and complexity needed to put it in the next rank.",,86,18,South Australia,McLaren Vale,,Cabernet Sauvignon,Kangarilla Road
117487,Australia,"A pleasant surprise, this bargain-priced offering shows much greater-than-expected varietal character. Starting from its aromas of eucalyptus, cassis and vanilla, extending through its slightly leafy cassis flavors and persisting through its firm, reserved structure, it's a typical Cab at a great price.",Bin 444,86,9,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Wyndham Estate
117498,Australia,"This is a perfectly fine example of Clare Valley Cabernet, one that emphasizes refinement and elegance over sheer power and intensity. Cassis, tobacco and a hint of vanilla account for the bulk of the aromatic and flavor interest, and it turns mouthwatering on the finish. Should hold well through 2015.",,86,37,South Australia,Clare Valley,,Cabernet Sauvignon,Pearson Vineyards
117500,Australia,"This wine is a bit hard and ungenerous but certainly not lacking in concentration or intensity. Cassis and cedar scents give way to dark, chocolaty flavors. There's not a lot of bright fruit or nuance, but it will ably partner simple grilled meats.",,86,14,South Australia,South Australia,,Cabernet Sauvignon,Woolundry Rd
117505,Australia,"Features pleasant but slightly simple flavors of candied cherries and cedar, with a smooth mouthfeel and just a hint of tannin on the finish. Drink now. Imported by Walca International.",,86,19,South Australia,Adelaide Plains,,Cabernet Sauvignon,Ceravolo
117512,Australia,"It has legs, and it knows how to use them. This Shiraz just sticks to the glass, its blackberry, plum and oak flavors not revealing themselves fully just yet, but sure to impress in 3???5 years. The structure is pleasing???along with a smooth, clay-mineral feel, and a medium-long finish.",Short Row,90,27,South Australia,McLaren Vale,,Shiraz,Fox Creek
117514,Australia,"Very minerally on the nose, with a twist of fresh citrus. The palate follows suit, with minerality and vibrant citrus characters meshing beautifully through the finish. Acidity is just lively enough. A very pretty wine that relies more on texture than overt fruit to shine.",Julius,90,30,South Australia,Eden Valley,,Riesling,Henschke
117524,Australia,"There's a core of pear and melon fruit, which lends the wine its delicate aromatics and flavors. Toasted nut and smooth river rocks offer flavor and textural nuances on the palate, and through the persistent finish. Pretty, balanced and very food-friendly.",M3 Vineyard,90,29,South Australia,Adelaide Hills,,Chardonnay,Shaw and Smith
117538,Australia,"Dark garnet-black in color, but as dark as it is, this is not one of those explosive, overextracted types of New World Pinot. This one serves up cherry flavors that are juicy but just shy of tart, and they're coated in a hefty helping of chalk or mineral. Narrow but very nice; finishes with an old-school iron-ore flavor.",Nantua Vineyard,90,100,Victoria,Victoria,,Pinot Noir,Giaconda
117566,Australia,"Shows some slightly green tomato-leaf and bell-pepper notes as well as hints of leather and hung game, but despite all that, there's also ripe cassis and chocolate flavors and a supple mouthfeel. Imported by MHW,Ltd.",,85,16,South Australia,South Australia,,Cabernet Sauvignon,Red Mud
117573,Australia,"Out of the bottle, this Pinot feels as though it straddles Old and New World styles; it has a beautiful, minerally feel and dusty, meaty aromas. Let it sit for a while and it becomes a New World powerhouse???big, forward and muscular. Watch this winery.",,90,58,Victoria,Mornington Peninsula,,Pinot Noir,Yabby Lake Vineyard
117594,Australia,"Smells very pretty, like mineral, lemon meringue and fresh produce. It's elegant and balanced on the palate, with floral, melon and minerally notes working in harmony. Fairly long and persistent on the finish.",Coralinga,90,27,South Australia,Adelaide Hills,,Sauvignon Blanc,Henschke
117604,Australia,"The Y Series is Yalumba's entry-level under their own label (the company also produces the Oxford Landing range). Dried herbs, dusty earth and cassis mark the nose, followed by simple cassis and tobacco flavors. It's a well made, modestly tannic Cab at a reasonable price, perfect for midweek burgers.",The Y Series,85,11,South Australia,South Australia,,Cabernet Sauvignon,Yalumba
117612,Australia,"Starts off with herbal, almost rhubarb-like aromas, but also some darker, berry-scented notes that ease into flavors of cassis and herbs. The texture is almost creamy, with the structure of the wine formed more by crisp acids than sturdy tannins.",The High Trellis,85,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
117661,Australia,"This medium-bodied Cabernet is becoming a perennial Best Buy. Soft, dusty tannins frame ripe cassis and dried herb flavors. There's a slight hint of raisining or cooked fruit, but only a hint???overall, it's a solid effort at a great price.",Bin 444,85,9,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Wyndham Estate
117663,Australia,A blend of fruit marked by hints of overripeness. Cola and chocolate notes push the plummy fruit toward prune in this medium-bodied Cabernet that could use just a touch more vibrance. Drink now.,,85,18,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Angus The Bull
117666,Australia,"This is a big, full-bodied (15.5% alcohol) wine, with pleasant cassis and chocolate flavors and a mouthwatering finish. But something isn't quite right with the aromatics, which carry a persistent hint of wet dog. Hmmm.",John Zilm,85,33,South Australia,Barossa Valley,,Cabernet Sauvignon,Craneford
117680,Australia,"Seems a touch overripe, with fruit that leans toward the pruny side of plum, then adds dark chocolate flavors. It's broad on the attack, then   narrows considerably on the finish and is pulled together by crisp acids that accentuate the wine's dusty tannins.",Mulberry Tree,84,17,South Australia,Langhorne Creek,,Cabernet Sauvignon,Bleasdale
117692,Australia,"Starts off with a hint of vinyl on the nose, layered atop sour cherry and vanilla flavors. The slightly syrupy texture is offset by tangy acids on the finish. Imported by Walca International.",,84,12,South Australia,Adelaide Plains,,Cabernet Sauvignon,Red Earth
117695,Australia,"Leafy and herbal on the nose, but the flavors are clean, favoring cassis over the green stuff. Light-bodied, with modest tannins, this would pair well with chops or burgers.",,84,18,Western Australia,Margaret River,,Cabernet Sauvignon,Xanadu
117702,Australia,"Delivers the goods promised by its modest price, providing clean, easy drinkability. There's a touch of confected character to the black cherry and slightly raisined cassis fruit and a frankly soft finish. Imported by International Cellars.",Stamp of Australia,84,7,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Hardys
117705,Australia,"This wine's aromas are intensely herbal, partially offset by meaty notes and hints of leather. It's pleasantly plump in the mouth, with some soft tannins, then picks up a cracked-pepper component on the finish.",,84,23,Western Australia,Frankland River,,Cabernet Sauvignon,Alkoomi
117721,Australia,"Smooth and medium-bodied, with modest cherry scents and cassis and tobacco flavors. Soft and lacking energy on the finish, but clean.",,83,8,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Black Swan
117745,Australia,"Kalbarri's Cab boasts plenty of red-berry flavors and a soft, easygoing, maybe even slightly sweet, finish.",Bin Select 513,83,7,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Kalbarri
117750,Australia,"Seems a bit dilute, with low-intensity flavors of cherries and herbs. Clean and fresh; could use more weight and richness.",,83,21,Western Australia,Margaret River,,Cabernet Sauvignon,Evans & Tate
117763,Australia,"Has a slightly pickle-briny edge to the nose that's offputting, not exactly complementing the wine's herb and tart cherry flavors.",Blocks Road,82,30,South Australia,Clare Valley,,Cabernet Sauvignon,Kilikanoon
117809,Australia,"Simultaneously pruny and herbal, this medium-weight Cabernet does feature a rock-bottom price. Imported by North Lake Wines.",,81,5,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Kelly's Revenge
117845,Australia,"A relative bargain in the scheme of South Australian Shiraz, this is a cherry-picked selection from the Baker's Gully Vineyard. It smells like mint, vanilla and chocolate at first, then unfolds on the palate into something akin to thin mints with vanilla and blackberry sauces, topped with black olives and coffee???yet all in one harmonious, savory whole. Long, silky and mouthwatering on the finish, this is enjoyable now, but with the stuffing to last through 2020.",The Vincent,93,41,South Australia,McLaren Vale,,Shiraz,Tapestry
117851,Australia,"Nitpicking Europhiles might find this a touch warm on the palate, but it's a full-bodied, lusty expression of Australian Shiraz, with fruit that kaleidoscopically moves from raspberries to black cherries and on to blackberries, all the while graced with hints of peppery spice that echo elegantly on the long finish. Drink 2010???2020.",Savitar,93,59,South Australia,McLaren Vale,,Shiraz,Mitolo
117873,Australia,"Despite carrying a lofty 16% alcohol level, this wine doesn't seem the least bit hot. Instead it's creamy-smooth and full-bodied, with aromas and flavors of brown sugar, blackberries, vanilla and some savory, peppery notes for added complexity. Then it finishes long as well, folding in hints of spice cake. Drink now.",,92,25,South Australia,McLaren Vale,,Shiraz,Inkwell
117900,Australia,"This is a big, loud Shiraz, bursting with blackberry fruit and scents of cola, vanilla and toast. The flavors favor blackberries but also blend in hints of fruitcake and spice that easily conceal its 14.9% alcohol. Long and lush on the finish, this is delicious now but should also hold at least five years.",The Prophet,91,30,South Australia,McLaren Vale,,Shiraz,Chapel Hill
117910,Australia,"Not the biggest, blackest or most extracted Shiraz, this is a more elegant, complex example, boasting hints of violets and espresso on the nose, alongside smoky, meaty notes and plenty of berry fruit. It's fresh and not overly weighty, managing to seem light in weight without being light on flavor.",Eliza,91,39,South Australia,McLaren Vale,,Shiraz,Shottesbrooke
117952,Australia,"The famous E&E; Shiraz also comes in a sparkling version. There's no denying the quality of the 2001, which boasts bold aromas of toast, cedar, vanilla and blackberries. The mouthfeel is full, creamy and lush, and while it finishes a touch sweet, there's just enough tannin and acid to keep it balanced. Delicious now, but these wines can age 10 or more years from the vintage.",E&E; Sparkling,90,70,South Australia,South Australia,,Shiraz,Barossa Valley Estate
118016,Australia,"This is a creamy-textured Shiraz with mouthfilling flavors of brown sugar, blackberries, vanilla and a hint of peppery spice. It falls off a bit on the finish and doesn't seem to offer much in terms of ageability, but it tastes pretty darn good right now.",,88,30,South Australia,McLaren Vale,,Shiraz,Battle of Bosworth
118038,Australia,"A round, corpulent style of Chardonnay, nutty and rich but balanced by crisp apple and citrus notes. A bit of Eden Valley Riesling provides the wine's freshness.",Exodus,88,58,South Australia,Piccadilly Valley,,Chardonnay,The Colonial Estate
118055,Australia,"Starts off with herbal aromatics that come surprisingly close to vegetal, but seems to gather itself with some time in the glass, adding rich chocolate and cassis aromas and flavors to the mix. Dusty tannins and a balanced but tight feel suggest a few years in the cellar. Drink 2010???2020.",Bin 407,88,26,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
118058,Australia,"The Dead Arm frequently seems to have a tough edge to it, packing in plenty of intensity but not being particularly lush or inviting. The 2005 is driven by powerful blackberry and blueberry fruit, finishing on notes of pepper and spice. Give it 3???4 years to soften.",The Dead Arm,88,65,South Australia,McLaren Vale,,Shiraz,D'Arenberg
118062,Australia,"A soft, easy-drinking sparkling Shiraz, much like Schild's still versions. Toast, vanilla and blackberry aromas and flavors are creamy-textured in the mouth and surprisingly elegant on the finish.",Sparkling,88,24,South Australia,Barossa,,Shiraz,Schild Estate
118063,Australia,"This wine delivers plenty of honey and peach notes upfront, then closes with lime and mineral notes from the tiny proportion of Eden Valley Riesling that's been blended in. Crisp and steely.",Evangeliste Reserve,88,30,South Australia,Adelaide Hills,,Chardonnay,The Colonial Estate
118170,Australia,"Ripe indeed, with confectioner's sugar, vanilla ice cream and honey aromas that lead to a light-to-medium-bodied palate with some disjointed oak notes and a slightly oily texture. Short but pleasant finish of figs and candied lemons. Drink up.",,84,11,Australia Other,South Eastern Australia,,Chardonnay,Madison Ridge
118196,Australia,"Honest and straightforward, with black cherry candy and strawberry fruit upfront that give way to flavors of mixed berries and pepper in the mouth. This wine has a burly structure, with gripping tannins, firm acid and good palate length though it drops a bit short at the end. A fine choice for a casual barbecue. Drink before 2011.",Stonemason,84,12,South Australia,Currency Creek,,Shiraz,Ballast Stone Estate Wines
118222,Australia,"A solid little wine, with a smoky black raspberry and plum jam nose leading to a palate of mixed berry pie accented with violet top notes. Medium-bodied, with tame tannins. Hard to do better at this price. Great choice to accompany steak from a charcoal grill. Drink up.",Bin 555,84,8,Australia Other,South Eastern Australia,,Shiraz,Wyndham Estate
118270,Australia,"Despite aromas that come across as being rather green???almost to the point of asparagus or green bean???this wine's flavors are much less so. And the cassis-tinged fruit is supple and rounded in the mouth as well, providing plenty of pleasure. Drink now; its evolution is uncertain.",,86,14,Western Australia,Margaret River,,Cabernet Sauvignon,Mandu
118288,Australia,"Smoky notes, touches of asphalt, baking spices and cola on the nose are intriguing, as are the bright red fruit flavors of cherry and raspberry. But there's little in the way of texture-thickening tannin and the finish is tart and sinewy.",Miller Vineyard,86,30,Victoria,Yarra Valley,,Shiraz,Giant Steps
118400,Australia,"A slightly confected, slightly herbal Cab, with sweet cherry fruit that finishes tart. Still, it's nicely creamy in texture and while simple, is pleasant enough for a midweek quaff. Drink now.",,84,13,South Australia,South Australia,,Cabernet Sauvignon,Red Knot
118429,Australia,"This wine pretty much epitomizes Langhorne Creek's regional characteristics, offering a silky texture and minty nuances. Cedary oak adds some needed structure to this easy-drinking, chocolaty Shiraz. Drink now???2015.",Bremerview,88,18,South Australia,Langhorne Creek,,Shiraz,Bleasdale
118437,Australia,"Being inland and dry-farmed, Jasper Hill wines tend to show considerable vintage variation. This 2007 is slightly raisiny and warm, with hints of chocolate and dried berries allied to firm tannins. Cellar it and hope for the best; try after 2015.",Georgia's Paddock,88,75,Victoria,Heathcote,,Shiraz,Jasper Hill
118439,Australia,"There's certainly no lack of intensity in this medium- to full-bodied Shiraz. Chocolate and coffee notes speak to the oak aging, while blueberries and pepper come from the fruit. The tannins are ripe and creamy-textured, while bright, slightly metallic (or is that mineral?) acids enliven the finish. Drink now???2017.",Premium Estate,88,33,South Australia,Mount Benson,,Shiraz,Oliverhill
118456,Australia,"A blend of Shiraz from Eden Valley and the valley floor, this is both amply endowed and impressively complex. The creamy pur??e of raspberries is dusted with peppery spice and cocoa, leaving a savory impression on the lasting finish. Drink now???2015.",The Struie,93,50,South Australia,Barossa,,Shiraz,Torbreck
118521,Australia,"A sleek name and a sleek wine. Vanilla and toffee overflow from the effusive nose while sour candy and plum jam take over on the palate. It's a tad thin in the mouth but finishes on a lovely raspberry note that has just a bit of sticking power. Drink as the Australians do, with Christmas dinner.",Black Bubbles Sparkling,84,25,South Australia,McLaren Vale,,Shiraz,Shingleback
118527,Australia,"The provocative nose of cut grass, herbs, grapefruit and gardenia promises much. Unfortunately, the palate can't quite deliver, with only watery melon and lemon flavors to offer that trail off to a weak but crisp and squeaky-clean finish. Drink up.",Deen de Bortoli Vat 7,84,13,Australia Other,South Eastern Australia,,Chardonnay,De Bortoli
118529,Australia,"This Riesling starts out strong, with a likable tangle of apricots, peaches and apples on the nose. The palate is a bit watery, though it offers up some nice flavors of lime rind and pomelo. Short finish. Drink soon, preferably with cold roast pork.",Devil's Corner,84,16,Tasmania,Tasmania,,Riesling,Tamar Ridge
118589,Australia,"Your basic South Eastern Australia Shiraz here, with raspberry and black cherry aromas that give way to a smooth palate with medium acidity. Short, earthy finish. Drink up.",Circle Collection,83,10,Australia Other,South Eastern Australia,,Shiraz,Jindalee
118612,Australia,"Features charred and herbal overtones, but otherwise pleasant cherry fruit and a weightiness borne of moderately high alcohol (14%). The fruit fades a bit quickly on the finish, leaving some drying tannins behind, so serve with rare beef or lamb.",Avalon Tree Single Site,84,16,South Australia,Langhorne Creek,,Cabernet Sauvignon,Zonte's Footstep
118654,Australia,"Expressive, with exotic tones of guanabana and mango that give way to a buttery palate accented by fresh lemon. The finish isn't long but there's an interesting sweet note at the end, along with a final citrus twang. Drink now.",Promised Land Unwooded,85,13,South Australia,South Australia,,Chardonnay,Wakefield Estate
118743,Australia,"Juicy and crisp, what this wine lacks in concentration it makes up for in charm. The nose overflows with red raspberry, vanilla and coconut scents that slide into Morellino cherries in the mouth before finishing up with solid hit of acidity. Try with salmon. Drink now to one year.",Charleston,84,24,South Australia,Adelaide,,Pinot Noir,Nepenthe
118751,Australia,"Citrus, confectioner's sugar and papaya are the opening act for this simple but pleasant sparkler. It's light in the mouth, with noticeable sweetness but a kick of lemony acidity at the end leaves you feeling refreshed. Drink soon, preferably while watching the tide come in.",The Postmistress Blanc de Blancs,83,20,South Australia,Padthaway,,Chardonnay,Henry's Drive Vignerons
118760,Australia,"This wine will take Sauvignon Blanc aficionados by surprise, with its offbeat collection of aromas, including cotton candy, confectioner's sugar and toffee. A lovely note of ginger graces the palate while the short finish offers up some candied lemon peel. Try with an Asian noodle dish but don't keep it past 2010.",,83,15,Victoria,Strathbogie Ranges-Mornington Peninsula,,Sauvignon Blanc,Cooralook
118872,Australia,"Creamy and fruity, with peach, apricot and guava character. Medium-bodied, with a faint spritz and a lemon zest finish that drops off abruptly. Drink up.",Omrah Unoaked,83,15,Western Australia,Western Australia,,Chardonnay,Plantagenet
118894,Australia,"Herbal and lean, with hints of sweet charred oak and tart cherries that combine to yield a slightly confected impression on the palate. Drink now.",Yellow Label,83,13,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
118938,Australia,"With its soft texture and obvious cherry, vanilla and herb notes, this is an accessible Cabernet for everyday drinking. Has plumpness without excessive weight, and a juicy, mouthwatering finish.",Deen De Bortoli Vat 9,85,13,Australia Other,South Eastern Australia,,Cabernet Sauvignon,De Bortoli
118952,Australia,"A sweet attack of ripe fruit is the opener for a crisp palate of raspberry jam, set in a bed of soft tannins. Juicy and extracted, this is one to catch young.",,85,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Angus The Bull
119013,Australia,"Forward and fruit-driven, with a hint of pepper to the blackberry and plum fruit. Pretty weighty for a Hunter Shiraz, but showing the region's subtle tannins on the finish. Drink now???2015.",Estate Grown,88,13,New South Wales,Hunter Valley,,Shiraz,Hope Estate
119016,Australia,"This vintage of the Reiver seems mintier than others, and at times the mint seemed a dominant feature of this wine, which otherwise offers jammy berry fruit and chocolate aromas and flavors. At 15% abv, it's not a shy wine, but neither is it as richly textured as might be expected. Drink it 2013???2020.",Reiver,88,55,South Australia,Barossa Valley,,Shiraz,Mitolo
119052,Australia,"This is a fun wine for relaxed times. Aromas of canned apricots and cotton candy lead into pink grapefruit and lime on the tongue. There's definitely some sweetness here, but a good whack of acidity on the (brief) finish leaves an impression of dryness. Drink up.",,83,8,Australia Other,South Eastern Australia,,Riesling,Alice White
119055,Australia,"Here's a wine with a limited repertoire, but the one tune it's beating is a good one: pineapple on the nose, pineapple in the mouth and pineapple on the short finish. Intensity and length are in short supply but this is a fine, refreshing choice for unthinking summer sipping. Drink now.",The Lackey,83,15,South Australia,South Australia,,Chardonnay,Kilikanoon
119062,Australia,"On the lean side, with a simple yet appealing nose of lime and pine needles, and a soft palate. There's some citrus interest to the modest finish and a suggestion of sweetness. Drink up.",Vision,83,13,New South Wales,Riverina,,Chardonnay,Nugan Family Estates
119065,Australia,"Bold and a bit heavy-handed, with prominent vanilla and sawdust aromas that dominate the melon fruit. Dry in the mouth, this wine finishes with a pleasant lemon and toffee note. Drink now.",,83,18,Western Australia,Margaret River,,Chardonnay,Xanadu
119078,Australia,"Old-vine Shiraz from the valley floor imparts great richness and a creamy texture to this wine's tannins, framed easily by hints of vanilla. Yet it's not a simple fruit-and-oak concoction???with time in the glass it steadily unfurls to reveal herbal and spice complexities. Marries power and elegance;  drink now???2015.",The Factor,92,105,South Australia,Barossa Valley,,Shiraz,Torbreck
119147,Australia,"This would have turned out better with more delicate handling. The fruit seems to have some potential but it is drowned by a thick layer of oak that sits on top of the wine. The short, crisp finish has a sawdust character.",,82,11,South Australia,South Australia,,Shiraz,Cockatoo Ridge
119153,Australia,"Not the stellar value of prior years, the 2007 Jacob's Creek shows low, earthy tones and a stingy amount of fruit, though a touch of cassis pops up on the short finish. Drink up.",,82,8,Australia Other,South Eastern Australia,,Shiraz,Jacob's Creek
119164,Australia,"Fresh gooseberry, lemon and apple skin dominate the nose here, carrying over to the medium-weight palate. Although the acid seems a bit apart from the rest of the wine, this Barossa Riesling is pleasantly crisp, with nice spice and candied apple notes. Drink now to 2012.",,85,18,South Australia,Barossa,,Riesling,Schild Estate
119184,Australia,"Black ash, cedar and crushed raspberries are the aromas here, while an underlying note of wet earth keeps things grounded. The palate has a sweet cherry cordial character while the short finish offers up a hit of mixed berry soup. Drink up.",,84,12,South Australia,McLaren Vale,,Cabernet Sauvignon,Razor's Edge
119247,Australia,"This is a slightly confected, fruit-forward, jammy wine that will undoubtedly please many consumers. Its medium weight and soft tannins will allow it to pair with a wide variety of foods, although it may lack the power to succeed with steak. Drink now.",,85,11,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Madison Ridge
119384,Australia,"Well balanced and clean, this is a wine for fans of a heavily oaked style with notes of vanilla and coffee dominating both the nose and the palate. Some time in the cellar will give the oak a chance to integrate more fully but there's not enough concentration here to last more much more than a year.",,82,17,South Australia,McLaren Vale,,Chardonnay,RockBare
119387,Australia,"The unoaked nature of this wine, as advertised by its amusing name, shows through in the unadulterated melon, cantaloupe and mineral tones. It's a bit hollow in the mouth, but has a sweet, round texture and pretty cherry and candied orange notes on the brief finish. Drink up.",Ad Lib Tree hugger No Oak,82,17,Western Australia,Pemberton,,Chardonnay,Larry Cherubino
119392,Australia,"A refreshing warm-weather sipper, with bright notes of apricot, lime cordial and peach which are hampered by a bit of funk in the background. The wine offers up a slight sweetness before dropping a quick lime note at the end. Drink now.",,82,8,Australia Other,South Eastern Australia,,Riesling,Black Swan
119403,Australia,"While this wine isn't lacking concentration, its aromas are of stewed and overcooked fruit and it turns a bit sharp on the finish. No improvement with age.",Steeple Jack,81,7,South Australia,South Australia,,Cabernet Sauvignon,Ballast Stone Estate Wines
119556,Australia,"Always a pleasant sipper, the Jacob's Creek Riesling offers scents of cream and baking bread on a base of key lime. It's crisp and straightforward in the mouth, with a slight spritz and a short lemon-grapefruit finish. Drink now to 2011.",Reserve,84,13,South Australia,South Australia,,Riesling,Jacob's Creek
119571,Australia,"It's berries, all berries in the 2008 Flying Piano Shiraz. The nose offers up raspberry and cherry pie while blackberry tones dominate the smooth palate. A nice chocolate note chimes in on the short finish.",Flying Piano Hand Select,84,11,Australia Other,South Eastern Australia,,Shiraz,Ozwell Vintners
119759,Australia,"This is jammy and almost bubble gum-like upfront, with candied cherry flavors and very little tannic structure. Still, the fruit is bold, balanced by crisp acids, and the wine would pair fine with pizza or burgers.",,84,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,McWilliam's Hanwood Estate
119769,Australia,"Lovely dessert-style Riesling at an extremely attractive price. It yields dried apricot aromas, then turns to honeyed marmalade in the mouth, just loaded with orange-apricot preserves. It's weighty and viscous, with a long, sweet finish. Should last through at least 2016.",The Noble Wrinkled,94,19,South Australia,McLaren Vale,,Riesling,D'Arenberg
119816,Australia,"One of Australia's benchmark Chardonnays continues its roll, offering up opulent scents of vanilla, peach and mango. Tropical fruit and toasty oak flavors are easily carried by a lush, full-bodied delivery system that seems to unfold kaleidoscopically on the palate, finishing long and multilayered. On the conservative side, drink now???2015.",Art Series,93,89,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
119821,Australia,"Not what you expect from an Australian Sauvignon Blanc, the Oxford landing is harvested quite early, resulting in aromas of grass, grapefruit and cat pee rather than tropical fruit. It's bone-crackingly crisp and light on its feet; a cost-effective choice for fans of Sauvignon Blanc.",,84,8,South Australia,South Australia,,Sauvignon Blanc,Oxford Landing
119824,Australia,"A classic Shiraz nose of plum pudding and rubber leads to a medium-weight palate that's got a bit of depth to it, with undertones of humus and fall leaves. Fresh black fruit pops up briefly on the short, crisp finish. Drink up.",,84,10,Australia Other,South Eastern Australia,,Shiraz,Bulletin Place
119848,Australia,"Admirably restrained, with cream, apple and toasted brioche on the nose, followed by a crisp, lemony palate. It's light in the mouth, with a short, one-note finish of custard apple. Drink now.",The Flying Winemaker,84,14,Western Australia,Margaret River,,Chardonnay,Cameron Hughes
119915,Australia,"This already mature wine starts off with aromas of herbs and beet greens, then quickly turns leathery with exposure to air. Flavors of leather, dried fruit and decay are a bit lean and astringent. Although the fruit seems to be departing rather precipitously, there's sufficient complexity to merit interest.",,83,27,Tasmania,Tasmania,,Pinot Noir,Tamar Ridge
120061,Australia,An opening scent of freshly cut grass is followed by some earthy low tones and an intense lemon note in the mouth. There's not a lot of concentration here but there's a bit of depth to the flavors and a pleasant chalkiness on the finish. Drink up.,Deen De Bortoli Vat 2,84,13,Australia Other,Australia,,Sauvignon Blanc,De Bortoli
120086,Australia,"Exuberantly fruity, with mixed-berry scents and a straightforward palate of ripe cherries. Stays supple and generous through the sweetish finish. Drink up.",Select,83,9,Australia Other,South Eastern Australia,,Shiraz,Tall Poppy
120203,Australia,"A strong effort from Angove's, the 2006 Vineyard Select Cab boasts Coonawarra's trademark mintiness, allied to black cherry and cassis and backed by plenty of cinnamon and clove. This medium- to full-bodied red's plentiful but soft tannins make it a natural with steak. Imported by Trinchero Vineyards.",Vineyard Select,88,19,South Australia,Coonawarra,,Cabernet Sauvignon,Angove's
120215,Australia,"Chocolate and prune aromas and flavors come across as somewhat generic, then finish on a drying, astringent note.",,82,14,Australia Other,South Eastern Australia,,Shiraz,Terra Australis
120223,Australia,"Starts with some odd aromas of burnt rubber, charred plum and scorched marshmallow, then delivers slightly sweet, caramelly flavors. It's thick and viscous in texture yet without much in the way of tannin.",,81,15,South Australia,South Australia,,Shiraz,Patritti
120227,Australia,"This inexpensive Aussie Shiraz seems to have deteriorated in recent vintages. The 2007 tastes sweet, filled with candied fruit and turning a bit cloying on the finish.",,80,12,South Australia,South Australia,,Shiraz,Red Knot
120297,Australia,"Penley's Reserve Cabernet sees 100% new French oak, but handles it well, blending coffee and brown sugar elements with fruitier notes of plum and a hint of mint. It's full-bodied and lushly textured, with smoky, cedary oak wrapped around a core of dark fruit. Drink now???2016.",Reserve,92,50,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
120332,Australia,"Low in intensity and slightly herbaceous, with cherry and cassis flavors that pick up tobacco inflections on the finish. Drink now.",,84,9,Australia Other,Central Ranges,,Cabernet Sauvignon,Block 50
120404,Australia,"Here's a restrained, woodsy interpretation of Cabernet Sauvignon at an accessible price point. It's crisp, with good berry fruit in the mouth and a short finish of barely ripe raspberries. Drink up.",,83,8,South Australia,South Australia,,Cabernet Sauvignon,Oxford Landing
